Local Authority,Sum of Value,Measures,Year,Quarter,Month,Attribute
North West,309200,Denominator,2015,Qtr 4,December,16+ unemployment rate - ethnic minority
North West,3175400,Denominator,2015,Qtr 4,December,16+ unemployment rate - white
North West,63200,Denominator,2015,Qtr 4,December,16+ unemployment rate for all Black or black British
North West,53600,Denominator,2015,Qtr 4,December,16+ unemployment rate for all Indians
North West,66200,Denominator,2015,Qtr 4,December,16+ unemployment rate for all other ethnic group
North West,97100,Denominator,2015,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,13900,Denominator,2015,Qtr 4,December,16+ unemployment rate for mixed ethnic group males
North West,962700,Denominator,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,527200,Denominator,2015,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,435500,Denominator,2015,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,488600,Denominator,2016,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
North West,244800,Denominator,2016,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,243800,Denominator,2016,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,2017100,Denominator,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
North West,1988200,Denominator,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
North West,4005300,Denominator,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
North West,324800,Denominator,2016,Qtr 2,June,16+ unemployment rate - ethnic minority
North West,3189000,Denominator,2016,Qtr 2,June,16+ unemployment rate - white
North West,66500,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Black or black British
North West,59300,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Indians
North West,66800,Denominator,2016,Qtr 2,June,16+ unemployment rate for all other ethnic group
North West,99700,Denominator,2016,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,15900,Denominator,2016,Qtr 2,June,16+ unemployment rate for mixed ethnic group males
North West,978800,Denominator,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,528900,Denominator,2016,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,449900,Denominator,2016,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,507800,Denominator,2016,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
North West,249100,Denominator,2016,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,258700,Denominator,2016,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,2015900,Denominator,2016,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
North West,1978100,Denominator,2016,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
North West,3994000,Denominator,2016,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
North West,329400,Denominator,2016,Qtr 4,December,16+ unemployment rate - ethnic minority
North West,3185000,Denominator,2016,Qtr 4,December,16+ unemployment rate - white
North West,64400,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Black or black British
North West,65200,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Indians
North West,69800,Denominator,2016,Qtr 4,December,16+ unemployment rate for all other ethnic group
North West,99800,Denominator,2016,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,15400,Denominator,2016,Qtr 4,December,16+ unemployment rate for mixed ethnic group males
North West,989400,Denominator,2016,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,531200,Denominator,2016,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,458200,Denominator,2016,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,521300,Denominator,2017,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
North West,262000,Denominator,2017,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,259300,Denominator,2017,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,2004400,Denominator,2017,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
North West,1977900,Denominator,2017,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
North West,3982300,Denominator,2017,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
North West,338700,Denominator,2017,Qtr 2,June,16+ unemployment rate - ethnic minority
North West,3196600,Denominator,2017,Qtr 2,June,16+ unemployment rate - white
North West,66500,Denominator,2017,Qtr 2,June,16+ unemployment rate for all Black or black British
North West,61100,Denominator,2017,Qtr 2,June,16+ unemployment rate for all Indians
North West,73900,Denominator,2017,Qtr 2,June,16+ unemployment rate for all other ethnic group
North West,106000,Denominator,2017,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,15900,Denominator,2017,Qtr 2,June,16+ unemployment rate for mixed ethnic group males
North West,999100,Denominator,2017,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,539300,Denominator,2017,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,459800,Denominator,2017,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,504100,Denominator,2017,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
North West,257700,Denominator,2017,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,246500,Denominator,2017,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,2011000,Denominator,2017,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
North West,1990400,Denominator,2017,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
North West,4001300,Denominator,2017,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
North West,330000,Denominator,2017,Qtr 4,December,16+ unemployment rate - ethnic minority
North West,3227200,Denominator,2017,Qtr 4,December,16+ unemployment rate - white
North West,70600,Denominator,2017,Qtr 4,December,16+ unemployment rate for all Black or black British
North West,52600,Denominator,2017,Qtr 4,December,16+ unemployment rate for all Indians
North West,73200,Denominator,2017,Qtr 4,December,16+ unemployment rate for all other ethnic group
North West,99200,Denominator,2017,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,17300,Denominator,2017,Qtr 4,December,16+ unemployment rate for mixed ethnic group males
North West,999700,Denominator,2017,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,532900,Denominator,2017,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,466800,Denominator,2017,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,514700,Denominator,2018,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
North West,261800,Denominator,2018,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,252900,Denominator,2018,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,2001000,Denominator,2018,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
North West,1981100,Denominator,2018,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
North West,3982100,Denominator,2018,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
North West,335600,Denominator,2018,Qtr 2,June,16+ unemployment rate - ethnic minority
North West,3223600,Denominator,2018,Qtr 2,June,16+ unemployment rate - white
North West,69000,Denominator,2018,Qtr 2,June,16+ unemployment rate for all Black or black British
North West,57400,Denominator,2018,Qtr 2,June,16+ unemployment rate for all Indians
North West,71900,Denominator,2018,Qtr 2,June,16+ unemployment rate for all other ethnic group
North West,106800,Denominator,2018,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,15000,Denominator,2018,Qtr 2,June,16+ unemployment rate for mixed ethnic group males
North West,990500,Denominator,2018,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,522200,Denominator,2018,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,468300,Denominator,2018,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,550400,Denominator,2018,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
North West,277700,Denominator,2018,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,272700,Denominator,2018,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,1981700,Denominator,2018,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
North West,1957800,Denominator,2018,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
North West,3939600,Denominator,2018,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
North West,358400,Denominator,2018,Qtr 4,December,16+ unemployment rate - ethnic minority
North West,3210700,Denominator,2018,Qtr 4,December,16+ unemployment rate - white
North West,72000,Denominator,2018,Qtr 4,December,16+ unemployment rate for all Black or black British
North West,63000,Denominator,2018,Qtr 4,December,16+ unemployment rate for all Indians
North West,72800,Denominator,2018,Qtr 4,December,16+ unemployment rate for all other ethnic group
North West,123100,Denominator,2018,Qtr 4,December,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,11900,Denominator,2018,Qtr 4,December,16+ unemployment rate for mixed ethnic group males
North West,999900,Denominator,2018,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,544800,Denominator,2018,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,455100,Denominator,2018,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,545800,Denominator,2019,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
North West,272600,Denominator,2019,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,273200,Denominator,2019,Qtr 2,June,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,1985200,Denominator,2019,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
North West,1956500,Denominator,2019,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
North West,3941700,Denominator,2019,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
North West,357100,Denominator,2019,Qtr 2,June,16+ unemployment rate - ethnic minority
North West,3215500,Denominator,2019,Qtr 2,June,16+ unemployment rate - white
North West,71800,Denominator,2019,Qtr 2,June,16+ unemployment rate for all Black or black British
North West,66800,Denominator,2019,Qtr 2,June,16+ unemployment rate for all Indians
North West,73100,Denominator,2019,Qtr 2,June,16+ unemployment rate for all other ethnic group
North West,117000,Denominator,2019,Qtr 2,June,16+ unemployment rate for all Pakistanis/Bangladeshis
North West,13400,Denominator,2019,Qtr 2,June,16+ unemployment rate for mixed ethnic group males
North West,1022700,Denominator,2019,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
North West,564500,Denominator,2019,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
North West,458200,Denominator,2019,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
North West,535200,Denominator,2019,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
North West,269400,Denominator,2019,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
North West,265800,Denominator,2019,Qtr 4,December,% of  ethnic minority males of  aged 16-64 who are economically inactive
North West,1988800,Denominator,2019,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
North West,1965400,Denominator,2019,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
North West,3954300,Denominator,2019,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
