Local Authority,Sex,Statistics,Time period,Indicator Name,Age,Sum of Value
Rossendale,Female,Denominator,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,104221
Rossendale,Female,Denominator,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,104758
Rossendale,Female,Denominator,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,105358
Rossendale,Female,Denominator,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,105857
Rossendale,Female,Denominator,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,106412
Rossendale,Female,Denominator,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,107046
Rossendale,Female,Denominator,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,107803
Rossendale,Female,Denominator,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,108158
Rossendale,Female,Denominator,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,108466
Rossendale,Female,Denominator,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,108536
Rossendale,Female,Denominator,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,109022
Rossendale,Female,Denominator,2023-2025,Violent crime - hospital admissions for violence (including sexual violence),All ages,109891
Rossendale,Female,Lower CI 95.0 limit,2010-2012,Violent crime - hospital admissions for violence (including sexual violence),All ages,15.07558
Rossendale,Female,Lower CI 95.0 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,12.25316
Rossendale,Female,Lower CI 95.0 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,16.25065
Rossendale,Female,Lower CI 95.0 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,15.59728
Rossendale,Female,Lower CI 95.0 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,17.13593
Rossendale,Female,Lower CI 95.0 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,13.37165
Rossendale,Female,Lower CI 95.0 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,13.01621
Rossendale,Female,Lower CI 95.0 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,10.82773
Rossendale,Female,Lower CI 95.0 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,12.85188
Rossendale,Female,Lower CI 95.0 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,14.24328
Rossendale,Female,Lower CI 95.0 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,14.70873
Rossendale,Female,Lower CI 95.0 limit,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,12.60497
Rossendale,Female,Lower CI 95.0 limit,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,6.89636
Rossendale,Female,Lower CI 99.8 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,8.99474
Rossendale,Female,Lower CI 99.8 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,12.41016
Rossendale,Female,Lower CI 99.8 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,11.8418
Rossendale,Female,Lower CI 99.8 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,13.18341
Rossendale,Female,Lower CI 99.8 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,9.93007
Rossendale,Female,Lower CI 99.8 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,9.65839
Rossendale,Female,Lower CI 99.8 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,7.79298
Rossendale,Female,Lower CI 99.8 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,9.4161
Rossendale,Female,Lower CI 99.8 limit,2019-2021,Violent crime - hospital admissions for violence (including sexual violence),All ages,10.62194
Rossendale,Female,Lower CI 99.8 limit,2020-2022,Violent crime - hospital admissions for violence (including sexual violence),All ages,11.06973
Rossendale,Female,Lower CI 99.8 limit,2021-2023,Violent crime - hospital admissions for violence (including sexual violence),All ages,9.36674
Rossendale,Female,Lower CI 99.8 limit,2022-2024,Violent crime - hospital admissions for violence (including sexual violence),All ages,4.64074
Rossendale,Female,Upper CI 95.0 limit,2010-2012,Violent crime - hospital admissions for violence (including sexual violence),All ages,33.93479
Rossendale,Female,Upper CI 95.0 limit,2011-2013,Violent crime - hospital admissions for violence (including sexual violence),All ages,30.51215
Rossendale,Female,Upper CI 95.0 limit,2012-2014,Violent crime - hospital admissions for violence (including sexual violence),All ages,36.63227
Rossendale,Female,Upper CI 95.0 limit,2013-2015,Violent crime - hospital admissions for violence (including sexual violence),All ages,35.71696
Rossendale,Female,Upper CI 95.0 limit,2014-2016,Violent crime - hospital admissions for violence (including sexual violence),All ages,37.92667
Rossendale,Female,Upper CI 95.0 limit,2015-2017,Violent crime - hospital admissions for violence (including sexual violence),All ages,32.41789
Rossendale,Female,Upper CI 95.0 limit,2016-2018,Violent crime - hospital admissions for violence (including sexual violence),All ages,31.59892
Rossendale,Female,Upper CI 95.0 limit,2017-2019,Violent crime - hospital admissions for violence (including sexual violence),All ages,28.31841
Rossendale,Female,Upper CI 95.0 limit,2018-2020,Violent crime - hospital admissions for violence (including sexual violence),All ages,32.10468
